OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perce_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perce_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_CaO_25mi,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,pH_range,pH_min,pH_max,infest_status
54,White River,Montgomery Point Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.485372145,3.807410092,Lock and Dam,1,5.92376409,0,1.644277989,1.001867222,0.591294212,0.110220073,0.398527809,1.055890744,0.043604494,0.082229729,0.014520441,60.02682468,29.10697852,3.964851267,0,2.048640275,1.408829269,0.775354915,0.205434048,0.192275449,6.175997053,0.817650979,0.617010194,0.58514395,61.25835266,21.95045994,41.25,0.066829395,0.684862019,100,0,0,0,0,0,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
55,Arkansas River Pool  7,Murray Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.056553947,29.95247387,Lock and Dam,2,3.117115964,0,4.938319946,4.306212277,2.593903824,1.113085917,0.390419443,43.33691897,2.709856022,2.921503004,19.57450733,8.292232221,6.705925086,3.015698061,0,4.084663658,2.832396875,1.450149848,0.586326504,0.268061901,46.74279189,2.652932496,2.711350245,15.19155584,12.77778552,7.686287163,77.95121951,0.589788267,2.833446279,99.98553241,0,0,0.014467593,0,0,0,4.6-45.0,4.6,45,5.0-6.8,5,6.8,1
56,Arkansas River Pool  6,David D. Terry Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.10546352,17.23867117,Lock and Dam,2,3.689484387,0,4.991189646,4.857403478,2.94439322,1.237383326,0.386609841,33.66759939,2.218921722,2.435206689,11.45570425,22.56895833,9.54714572,2.722810708,0,3.814280528,2.932759555,1.542481993,0.610861125,0.251429954,36.1226155,2.478098446,2.540360246,12.84106288,21.52986981,12.61336926,72.11538462,0.341806437,3.260779515,98.60877908,0,0,1.391220916,0,0,0,21.0-119.0,21,119,6.5-7.3,6.5,7.3,1
57,Arkansas River Pool  5,Lock & Dam #5,Little Rock District,SWL,Southwestern Division,SWD,No,0.803766137,24.17030291,Lock and Dam,2,3.064745035,0,4.442304429,4.900612818,2.782265284,1.205437319,0.311712647,29.04027053,2.193469548,2.377795308,6.30390835,29.33644591,14.04103282,2.508265325,0,3.467961927,2.916728225,1.437350007,0.545239265,0.224084488,33.76592714,2.543765397,2.635155816,9.779146005,24.47265568,15.70372072,66.44444444,0.117081978,3.434634602,100,0,0,0,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,1
58,Arkansas River Pool  4,Emmett Sanders Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.169103496,23.84812225,Lock and Dam,2,2.66797258,0,2.936952551,2.927147533,1.33738307,0.586143245,0.250282858,25.16866231,2.516605396,2.547229774,2.71454345,37.10649067,19.24058656,2.559301599,0,3.009430919,2.81306705,1.306807923,0.491654705,0.197264341,31.28658551,2.745531572,2.641330405,5.426250526,27.2447837,20.27799175,60.90909091,0.058075689,3.643510917,100,0,0,0,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
60,Arkansas River Pool  9,Arthur V. Ormond Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.024199189,21.48482343,Lock and Dam,2,3.621383576,0,3.671203258,1.961795924,0.898165874,0.307780351,0.244152529,55.15117365,2.699719454,2.821381793,21.66144713,3.235710884,3.726085571,2.836362109,0,4.110469455,2.347008739,1.186394481,0.476413167,0.271206604,60.89477208,2.384516959,2.296810773,18.73471804,1.75098803,2.710339566,87.96153846,0.383415042,2.048618344,99.80119284,0,0,0.198807157,0,0,0,4.6-21.0,4.6,21,5.0-6.5,5,6.5,1
61,Arkansas River Pool  8,Toad Suck Ferry Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,16.55506977,14.53751517,Lock and Dam,2,2.771490745,0,4.308845794,3.020286427,1.670520397,0.582735101,0.27813949,49.05704753,2.731751266,2.930067733,24.95555728,3.836322007,3.857236229,3.193494248,0,4.23781177,2.630158684,1.380234311,0.567401823,0.289871415,54.33598732,2.513593797,2.565430399,17.98399673,5.699458794,4.602560708,81.68181818,0.810547741,2.128397118,100,0,0,0,0,0,0,4.6-11.0,4.6,11,5.0-6.5,5,6.5,1
62,Arcadia Lake,Arcadia Lake Dam,Tulsa District,SWT,Southwestern Division,SWD,No,16.64368576,7.031580115,None,0,1.778863387,0,6.465552034,5.500101595,6.814796007,2.750901292,0.204891859,23.0120464,1.258871044,38.72200984,2.72640705,10.44484574,0.320713747,1.306166827,0,4.445188791,2.710988737,2.615170092,0.96987952,0.18673348,20.76235074,1.013711981,43.39609246,4.062067195,18.06114895,0.470501221,305.5555556,0.282672078,4.518549764,60.26888604,0,0,0,0,0,39.73111396,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
63,Big Hill Lake,Big Hill Lake,Tulsa District,SWT,Southwestern Division,SWD,No,83.71793943,4.438013095,None,0,1.281260254,0,2.840976505,2.321988176,0.771541806,0.189352579,0.163434427,12.90437906,0.297886795,3.226434764,47.15301292,27.43192538,1.417807334,1.464269043,0,2.7626091,1.902691717,0.629959781,0.154388702,0.193345472,15.24885877,0.641554107,12.46790411,43.52269389,19.52102504,1.490700282,263.5,0.420165034,20.01558405,66.26726239,0,0,0,0,0,33.73273761,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
64,Birch Lake,Birch Lake,Tulsa District,SWT,Southwestern Division,SWD,No,20.74691319,4.496244513,None,0,2.830259583,0,3.925631862,1.613175786,0.903163166,0.259490148,0.097030299,31.37023759,2.078337531,38.79085875,16.03400579,1.28662427,0.811185221,2.86591624,0,3.902283569,2.448072892,1.55714038,0.666307861,0.181377927,25.63108761,1.312417251,34.28342803,22.02716061,3.963574759,1.16123287,233.1666667,0.404190676,12.32154052,52.67251695,0,0,0,0,0,47.32748305,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
65,Broken Bow Lake,Broken Bow Lake,Tulsa District,SWT,Southwestern Division,SWD,No,103.4724251,55.70278964,None,0,1.466558726,0,2.946196692,1.117363797,0.324316693,0.086364501,0.128485649,64.64098007,7.067806398,5.359846897,12.93360302,0.411165611,3.517311942,1.994429721,0,2.544396313,1.189322645,0.328935893,0.08455636,0.227564008,56.68963099,5.003718811,4.278743328,20.29004511,1.448064192,5.920592633,188.7088608,0.583102047,3.367557354,52.58822579,0,0,47.41177421,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
66,Canton Lake,Canton Lake,Tulsa District,SWT,Southwestern Division,SWD,No,78.01369627,32.78554922,None,0,0.915104637,0,2.047874993,1.083011641,0.725471189,0.09437245,0.245239386,9.057433482,2.304593853,51.0334249,0.185864283,32.02463515,0.282974035,0.837651022,0,2.535913022,1.109451766,0.772624963,0.171176622,0.398436085,5.213085991,2.962664664,49.35342436,0.240676277,35.92582317,0.479072054,492.1777778,0.179108245,6.148579014,0,0,0,0.236231287,0,0,99.76376871,325.0-400.0,325,400,8.1-8.4,8.1,8.4,0
67,Copan Lake,Copan Lake,Tulsa District,SWT,Southwestern Division,SWD,No,46.80618973,12.99114768,None,0,1.508502448,0,3.229924866,1.440985374,0.584000903,0.182535032,0.088104297,24.6137529,1.170120637,26.27195601,33.52142341,6.646171611,0.742522518,2.088204807,0,3.060086877,1.608731689,0.726667332,0.241186545,0.128865528,19.62789921,0.990182043,31.41024644,30.72590161,8.527306385,0.864721539,215.4736842,0.323037186,14.78828552,4.06351848,0,0,0,0,0,95.93648152,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
68,Council Grove Lake,Council Grove Lake,Tulsa District,SWT,Southwestern Division,SWD,No,1.881945099,10.59526772,None,0,0.717008294,0,2.24168395,1.1337181,0.314644844,0.083447199,0.045283105,5.910590474,0.128714828,67.50884576,4.84269228,16.73329907,0.340072097,1.832053616,0,2.596483506,1.775406963,0.655629264,0.200412408,0.103075148,6.911421191,0.119163576,50.49792007,9.050983436,25.58380534,0.673645489,388.2,0.25888923,28.834106,0,0,0,0,0,0,100,225.0-325.0,225,325,7.8-8.4,7.8,8.4,1
69,El Dorado Lake,El Dorado Lake,Tulsa District,SWT,Southwestern Division,SWD,No,3.589104425,31.89573033,None,0,1.344746535,0,2.638171505,1.650797632,0.777074232,0.217771376,0.060851134,4.417411159,0.11004581,68.39927128,3.098062998,16.36923131,0.916565029,1.171395352,0,2.845172863,2.136903336,0.989740338,0.365810778,0.070913038,5.796799031,0.194793694,52.22993555,5.69474736,27.82234572,0.681442936,404.6041667,0.26398791,28.64520394,40.07900677,0,0,0,0,0,59.92099323,119.0-225.0,119,225,7.8-8.1,7.8,8.1,1
70,Elk City Lake,Elk City Lake,Tulsa District,SWT,Southwestern Division,SWD,No,80.27167562,12.3588862,None,0,1.326926326,0,2.800421373,1.636210376,0.51881517,0.123004668,0.123785452,19.53475596,0.541504745,17.26411196,37.03611687,18.68356116,0.410785934,1.449586932,0,2.587506252,1.400745982,0.438142812,0.100313077,0.110368077,15.43652524,0.760056632,27.84515681,34.34575843,14.54930756,0.976532194,243.2631579,0.399773929,18.11480555,13.79410695,0,0,0,0,0,86.20589305,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
71,Eufaula Lake,Eufaula Lake,Tulsa District,SWT,Southwestern Division,SWD,No,25.04503242,410.5848676,None,0,4.916257599,0,2.754057519,1.278846169,0.651241359,0.214817669,0.239171431,46.34866899,2.501265345,9.225709545,29.04712368,1.290120243,1.532720452,3.189183256,0,3.281018957,1.706133278,1.045254285,0.435484961,0.199187013,48.82069153,2.786065634,10.72372161,24.7996967,1.626818516,1.386744256,179.2301184,0.338935832,6.360799807,36.05329658,0,0,0,0,0,63.94670342,119.0-225.0,119,225,7.3-8.1,7.3,8.1,1
72,Fall River Lake,Fall River Lake,Tulsa District,SWT,Southwestern Division,SWD,No,59.86967606,9.589800207,None,0,1.026818487,0,2.253917838,0.96844749,0.227511427,0.026122252,0.113340097,13.17080274,0.785006781,48.5072064,20.81361657,11.69404116,0.413168755,1.536735729,0,2.415975487,1.398579559,0.425648729,0.106075951,0.12253274,11.29099531,0.496760706,43.53197436,21.81133102,16.17371109,0.689679328,291,0.362788941,16.7323303,1.63395624,0,0,0,0,0,98.36604376,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
73,Fort Gibson Lake,Fort Gibson Lake,Tulsa District,SWT,Southwestern Division,SWD,No,4.354827433,68.00478987,None,0,3.916598268,0,4.273430285,2.359042788,1.369152286,0.475684659,0.248200679,38.11555236,1.657233183,3.03625274,39.08164264,4.322321239,1.144888874,4.568593886,0,4.360647537,2.462272458,1.543154018,0.660358543,0.234442812,36.90142077,1.493821463,5.124924858,39.27172067,2.29416556,1.084477428,169.59,0.463099445,12.0573903,0,0,0,12.26380141,0,0,87.73619859,45.0-225.0,45,225,7.3-8.1,7.3,8.1,1
74,Fort Supply Lake,Fort Supply Lake,Tulsa District,SWT,Southwestern Division,SWD,No,109.5910303,6.733363708,None,0,0.382679702,0,1.817195109,1.145096908,0.611880142,0.117898068,0.213341671,1.653498984,4.548831753,76.61232438,0.113872754,12.17180754,0.611572989,0.305773328,0,1.877875814,0.734167384,0.406270539,0.056131709,0.213585659,2.133762282,6.502482158,73.99301609,0.206532704,12.94748294,0.622919389,611.5555556,0.247873254,9.133313135,99.85301978,0.146980224,0,0,0,0,0,325.0-400.0,325,400,8.1-8.4,8.1,8.4,0
75,Great Salt Plains Lake,Great Salt Plains Lake,Tulsa District,SWT,Southwestern Division,SWD,No,74.77492165,35.28522858,None,0,0.900440864,0,2.733417203,1.095127321,0.7384747,0.112011192,0.929065788,1.332957356,0.267820082,35.61054347,0.268403103,54.73698416,1.274754765,0.77112486,0,2.561042308,1.021320335,0.638835506,0.125778133,0.361143371,2.643836883,0.38097372,43.35817804,0.432216955,46.6312616,1.074288293,343.14,0.074298627,4.181568775,100,0,0,0,0,0,0,225.0-325.0,225,325,7.8-8.4,7.8,8.4,0
76,Heyburn Lake,Heyburn Lake,Tulsa District,SWT,Southwestern Division,SWD,No,19.06525569,3.762047422,None,0,2.691382491,0,5.432309003,3.601259631,2.574304218,1.323872972,0.150995055,43.84775098,1.79336756,23.67044798,13.10567763,0.659778289,1.148854186,2.264597724,0,4.2495276,2.410429154,1.576945065,0.66572513,0.200495774,34.28360837,1.683225945,29.36747888,19.15515384,3.078529905,1.064282606,234.5,0.166698962,12.228759,0,0,0,0,0,0,100,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
77,Hugo Lake,Hugo Lake,Tulsa District,SWT,Southwestern Division,SWD,No,93.05291548,46.54179649,None,0,2.473532253,0,2.359802119,1.056868317,0.39523219,0.096248815,0.245036375,43.38552092,4.158712508,6.027846077,31.77619144,1.687983224,6.33702576,2.101643263,0,2.305137652,1.038381516,0.353091889,0.086444734,0.168841708,44.08183368,3.868656278,9.403879443,26.45983333,4.119239609,6.013016902,119.3333333,0.210018371,6.756248489,86.87874686,0,0,0,0,0,13.12125314,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
78,Hulah Lake,Hulah Lake,Tulsa District,SWT,Southwestern Division,SWD,No,31.98313784,12.56748202,None,0,1.223081007,0,2.825355322,1.075637191,0.395783288,0.110152806,0.0655727,22.5394566,1.20211757,40.74407375,25.34539377,3.98019582,0.493180177,2.380407814,0,2.945090866,1.424005486,0.56290302,0.146227216,0.131806552,19.06417388,0.990279061,37.71501553,24.98168953,8.630296312,1.028104739,225.2941176,0.297681603,14.0679483,16.19587038,0,0,0,0,0,83.80412962,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
79,John Redmond Reservoir,John Redmond Lake,Tulsa District,SWT,Southwestern Division,SWD,No,4.962772748,30.23368443,None,0,2.256171908,0,2.557072755,1.710652144,0.457531763,0.12406279,0.101941595,8.633957787,0.497756101,33.77390649,23.32839235,25.75605465,0.802499666,1.420603564,0,2.372747616,1.713483584,0.457722118,0.111488282,0.10296259,11.23058498,0.40118923,35.04822716,26.50610534,20.0821204,0.552765126,316.5777778,0.127733774,13.74689386,0.967607479,0,0,0,0,0,99.03239252,225.0-325.0,225,325,7.8-8.4,7.8,8.4,1
80,Kaw Lake,Kaw Lake,Tulsa District,SWT,Southwestern Division,SWD,No,8.097047996,68.40508928,None,0,2.386815289,0,2.427181342,1.379744333,0.558998572,0.154671405,0.181808151,7.515280942,0.533011202,53.99961841,5.114627177,23.1320586,2.61618458,2.021810817,0,2.932471327,1.318346802,0.565598235,0.147723394,0.110039142,13.98513148,0.745221574,45.53411689,5.674472419,25.53436192,1.430706004,306.4368932,0.480787425,15.04740446,38.99409141,0,0,0,0,0,61.00590859,119.0-325.0,119,325,7.8-8.1,7.8,8.1,1
81,Keystone Lake,Keystone Lake,Tulsa District,SWT,Southwestern Division,SWD,No,13.5504764,90.41614154,None,0,2.7677653,0,5.129595475,3.409205255,2.474861558,1.250800026,0.235935926,35.99610036,1.770534096,33.93438691,10.99156071,1.578780298,0.460474082,2.631225897,0,3.941183874,2.27523722,1.436968844,0.588378219,0.183600763,28.75994772,1.488503081,33.85200038,18.57536361,4.942452041,1.325138345,223.238806,0.460656004,13.17938697,8.698291993,0,0,0,0,0,91.30170801,119.0-325.0,119,325,7.8-8.1,7.8,8.1,1
82,Lake Texoma,Denison Dam,Tulsa District,SWT,Southwestern Division,SWD,No,2.402195,640.7007256,None,0,3.889993041,0,3.157837423,1.531811065,0.924055162,0.32270299,0.287189635,28.32752503,1.908807396,37.48635346,16.52770141,4.755005159,0.881018228,2.867655306,0,3.085140899,2.014037404,2.099858327,0.70049303,0.252066026,26.47925502,2.081562591,38.65034939,15.11278526,5.596238158,1.060558589,193.4711752,0.332911783,12.31479616,5.711151038,0,0,0,0,0,94.28884896,119.0-225.0,119,225,7.8-8.1,7.8,8.1,1
83,Marion Lake,Marion Lake,Tulsa District,SWT,Southwestern Division,SWD,No,0.040397326,24.90569505,None,0,0.869363644,0,2.840629038,1.181053229,0.436082485,0.091463308,0.032285287,3.745107308,0.040899366,43.18848375,1.366865211,45.81793479,0.389832586,1.224269482,0,2.964687146,2.183091552,1.052319472,0.374715365,0.055518618,4.346473838,0.066299085,47.64266347,1.769102806,37.74413559,0.576723576,412.2702703,0.100991362,21.68184798,0,0,0,0,0,0,100,225.0-325.0,225,325,7.8-8.1,7.8,8.1,1
84,Oologah Lake,Oologah Lake,Tulsa District,SWT,Southwestern Division,SWD,No,33.43740356,114.6598852,None,0,2.663865873,0,4.259853148,2.937082617,1.921527692,0.877223036,0.178533317,21.97053634,1.12864698,10.54570322,49.0788299,3.221426261,1.216771613,3.246231385,0,4.107760472,2.513730987,1.470104343,0.614072151,0.20986871,27.75408179,1.203189932,13.07144913,37.34353976,7.391953433,1.074017905,195.1582278,0.2260569,14.77083099,0,0,0,0,0,0,100,119.0-225.0,119,225,7.8-8.1,7.8,8.1,1
85,Optima Lake,Optima Lake,Tulsa District,SWT,Southwestern Division,SWD,No,211.6720744,21.40895864,None,0,0.068234561,0,2.939414243,0.552424105,0.219599144,0.039198578,0.052540612,0.000929151,24.77762429,26.29388335,0.364183824,44.28931164,0.402656502,0.093607222,0,2.641360646,0.499199844,0.180169599,0.037448489,0.055666673,0.019014279,20.32569264,32.78699851,0.525494996,42.31028416,0.525062945,836.483871,0.448892054,9.076447254,0,0,0,2.365645615,0,0,97.63435438,325.0-400.0,325,400,8.1-8.4,8.1,8.4,0
86,Pine Creek Lake,Pine Creek Lake Dam,Tulsa District,SWT,Southwestern Division,SWD,No,117.6777865,20.56596357,None,0,2.662756568,0,2.548551701,0.98766111,0.314029353,0.075220035,0.257049428,54.22588634,6.491015317,5.51051413,20.00345201,1.378639225,5.545224787,1.744854662,0,2.317403144,1.088561747,0.326498994,0.089140696,0.17968357,51.26211513,4.523914443,5.454385396,24.12446509,2.400038967,6.488938164,136.76,0.319223092,4.316677735,83.39389694,0,0,0,0,0,16.60610306,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
87,Sardis Lake Tulsa,Sardis Lake,Tulsa District,SWT,Southwestern Division,SWD,No,60.58076531,58.81066422,None,0,1.375447476,0,2.009910634,0.730898076,0.342484494,0.114406088,0.048379137,68.97478265,4.770854517,6.394266836,13.77375179,0.009937,1.454881293,3.035016828,0,2.349493381,0.826491213,0.399763778,0.11461024,0.172574757,56.95099954,4.220785924,9.176213969,20.46885833,0.238117752,2.047074285,177.939759,0.597176672,3.258634929,87.08024172,0,0,12.91975828,0,0,0,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
88,Skiatook Lake,Skiatook Lake,Tulsa District,SWT,Southwestern Division,SWD,No,18.64082666,42.65707971,None,0,3.123697035,0,5.495592723,3.814362524,2.808641437,1.449647421,0.217364032,33.20173279,1.858466035,32.18206594,13.63289311,1.406848759,0.8086882,2.745327281,0,3.899158461,2.403770788,1.506683592,0.630383178,0.192184621,27.0259189,1.384878203,32.05470863,22.48722664,4.37941408,1.290345618,222.0847458,0.546843851,12.8725514,53.24486265,0,0,0,0,0,46.75513735,119.0-225.0,119,225,7.8-8.1,7.8,8.1,1
89,Tenkiller Ferry Lake,Tenkiller Lake,Tulsa District,SWT,Southwestern Division,SWD,No,10.48806535,54.72405192,None,0,4.524946604,0,3.723944114,1.47148602,0.709992033,0.250216761,0.269841384,45.89437331,1.700567705,3.562314321,35.00490559,1.603526706,1.283885445,4.007367402,0,3.854160458,2.074286987,1.14906423,0.382786517,0.25903724,42.78462637,1.69116028,3.41531898,36.30669937,2.637245703,1.438246459,197.8734177,0.793222892,11.37856079,0,0,0,25.94452218,0,0,74.05547782,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
90,Toronto Lake,Toronto Lake,Tulsa District,SWT,Southwestern Division,SWD,No,51.83619819,10.05224994,None,0,1.02678041,0,2.439840416,1.147927541,0.280845272,0.037227504,0.13432065,12.68191307,0.860557068,38.60521364,25.10444939,17.23410267,0.446822381,1.489417209,0,2.371590427,1.488080839,0.42405408,0.098907868,0.117901644,10.86388681,0.50795666,38.29030449,25.55401502,18.07589962,0.717985332,275.4705882,0.319583287,16.14513219,7.728085868,0,0,0,0,0,92.27191413,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
91,Waurika Lake,Waurika Lake,Tulsa District,SWT,Southwestern Division,SWD,No,56.18918989,40.51568554,None,0,1.499443435,0,2.547067687,1.116904537,0.783032387,0.227944086,0.383653506,8.432494293,0.906243592,61.77116879,1.168700245,20.93811601,0.225231426,1.377043961,0,2.57489161,1.336674444,1.046929947,0.303477191,0.395551451,11.44831012,4.21854163,58.30999255,2.622376811,16.16850169,0.197708596,290.4736842,0.163406931,4.205278168,3.747473177,0,0,0,0,0,96.25252682,325.0-400.0,325,400,7.8-8.4,7.8,8.4,1
92,Wister Lake,Wister Lake,Tulsa District,SWT,Southwestern Division,SWD,No,43.18921106,12.51810422,None,0,1.118446621,0,2.434580367,0.847501362,0.32571207,0.091583951,0.188464033,62.15575711,2.451115731,3.621229723,24.37424028,0.636724367,1.754644384,2.999019691,0,2.856556017,1.431907046,0.578160121,0.190099635,0.210492341,58.92991678,3.644047023,4.694075784,21.63752943,1.307211597,1.520984539,145.2666667,0.394884437,3.3931991,50.23734177,0,0,6.839758343,0,0,42.92289988,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
93,Robert S. Kerr Lake,Robert S. Kerr Lock and Dam,Tulsa District,SWT,Southwestern Division,SWD,No,0.997836218,236.4211294,None,0,4.038235452,0,4.312497582,3.122799558,1.90328091,0.825713808,0.323676933,37.38893379,1.597363642,4.929436668,36.37089518,3.400726381,1.786440099,3.395780886,0,3.677086399,1.999422612,1.115548781,0.435134112,0.198984246,46.01515791,1.91527664,8.297366575,29.8415056,1.864242183,1.244494054,143.5429448,0.310292506,7.87485974,79.65663347,0,0,3.167703003,0,0,17.17566353,45.0-225.0,45,225,7.3-8.1,7.3,8.1,1
